time,price,amount
2018-08-27 13:19:38,6688.0,0.962582
2018-08-27 13:19:39,6688.0,0.75367613
2018-08-27 13:19:42,6689.0,0.37096595
2018-08-27 13:19:52,6688.01,0.00100665
2018-08-27 13:19:57,6688.01,0.003369
2018-08-27 13:20:15,6689.0,0.04820451
2018-08-27 13:20:24,6689.0,0.005
2018-08-27 13:20:25,6689.0,0.05597554
2018-08-27 13:20:25,6690.0,1.44402446
2018-08-27 13:20:25,6690.0,1.5
2018-08-27 13:20:28,6690.0,5.0
2018-08-27 13:20:28,6690.0,0.00658925
2018-08-27 13:20:28,6690.0,1.0
2018-08-27 13:20:29,6690.0,0.86876867
2018-08-27 13:20:29,6690.0,0.1806
2018-08-27 13:20:30,6690.0,1.762e-05
2018-08-27 13:20:33,6692.99,0.00395914
2018-08-27 13:20:33,6692.99,0.00291338
2018-08-27 13:20:33,6692.99,0.00261435
2018-08-27 13:20:33,6692.99,0.00276379
2018-08-27 13:20:33,6692.99,0.00171802
2018-08-27 13:20:33,6692.99,0.00201662
2018-08-27 13:20:33,6692.99,0.00186746
2018-08-27 13:20:33,6692.99,0.0012699
2018-08-27 13:20:33,6692.99,0.00156859
2018-08-27 13:20:34,6692.99,0.00291338
2018-08-27 13:20:34,6693.0,0.02222171
2018-08-27 13:20:34,6695.0,4.95417366
2018-08-27 13:20:38,6695.0,0.7
2018-08-27 13:20:48,6693.13,0.34898237
2018-08-27 13:20:55,6690.47,0.03301183
2018-08-27 13:20:55,6691.55,1.0
2018-08-27 13:20:56,6690.47,0.01793595
2018-08-27 13:20:56,6689.41,0.98206405
2018-08-27 13:20:56,6689.43,0.96698817
2018-08-27 13:20:58,6689.43,0.48501183
2018-08-27 13:20:58,6689.1,0.51498817
2018-08-27 13:20:58,6689.1,1.0
2018-08-27 13:20:58,6689.1,0.48501183
2018-08-27 13:21:00,6689.1,0.51498817
2018-08-27 13:21:01,6690.79,1.48501183
2018-08-27 13:21:12,6687.23,0.002661
2018-08-27 13:21:15,6687.24,1.99997952
2018-08-27 13:21:15,6688.65,0.03736452
2018-08-27 13:21:43,6694.91,0.0021225
2018-08-27 13:21:43,6691.55,1.0
2018-08-27 13:21:43,6687.35,1.5
2018-08-27 13:21:43,6687.33,2.2376
2018-08-27 13:21:43,6687.24,0.03736963
2018-08-27 13:21:43,6687.23,0.997339
2018-08-27 13:21:43,6686.54,1.0
2018-08-27 13:21:44,6686.37,0.02769137
2018-08-27 13:21:50,6689.31,0.00120639
2018-08-27 13:22:01,6691.56,0.0373605
2018-08-27 13:22:01,6691.57,0.01842594
2018-08-27 13:22:12,6695.0,1.0
2018-08-27 13:22:24,6695.0,0.1519868
2018-08-27 13:22:24,6695.0,0.0160004
2018-08-27 13:22:25,6695.0,0.1519848
2018-08-27 13:22:28,6695.0,3.02585434
2018-08-27 13:22:50,6695.23,0.07566285
2018-08-27 13:22:51,6697.99,0.00097041
2018-08-27 13:22:51,6697.99,0.00097025
2018-08-27 13:22:51,6697.99,0.00186615
2018-08-27 13:22:51,6697.99,0.00335902
2018-08-27 13:22:51,6698.99,0.00186563
2018-08-27 13:22:51,6698.99,0.00097007
2018-08-27 13:22:51,6699.0,0.00842441
2018-08-27 13:22:52,6699.0,0.00656651
